Timepoint	Time [s]	Object ID	X	Y	Tracked Nuclei - Age [s]	Tracked Nuclei - Current Displacement X [µm]	Tracked Nuclei - Current Displacement Y [µm]	Tracked Nuclei - Track Point X	Tracked Nuclei - Track Point Y	Tracked Nuclei - Current Step Size [µm]	Tracked Nuclei - Current Speed [µm/s]	Tracks: Tracked Nuclei - Start Type	Tracks: Tracked Nuclei - End Type	Tracks: Tracked Nuclei - Parent ID	Tracks: Tracked Nuclei - Root ID	Tracks: Tracked Nuclei - Accumulated Distance [µm]	Tracks: Tracked Nuclei - Displacement [µm]
21	42	531	766	917	42.03	-1.986	0.4966	764	919	0.3512	0.1756	Begin	End	531	531	9.996	1.57
22	44	531	764	917	44.03	-2.483	0	763	918	0.9064	0.4513	Begin	End	531	531	9.996	1.57
23	46	531	765	917	46.05	-1.49	0.4966	765	919	0.9064	0.455	Begin	End	531	531	9.996	1.57
24	48	531	767	917	48.01	-1.986	0	764	918	0.5995	0.301	Begin	End	531	531	9.996	1.57
25	50	531	764	917	50.03	-1.986	0.4966	764	919	0.2483	0.1237	Begin	End	531	531	9.996	1.57
26	52	531	764	917	52.03	-1.986	0.4966	764	919	0.3512	0.1748	Begin	End	531	531	9.996	1.57
27	54	531	764	917	54.05	-1.49	0	765	918	0.3512	0.1756	Begin	End	531	531	9.996	1.57
28	56	531	765	917	56.03	-1.49	0	765	918	0.3512	0.177	Begin	End	531	531	9.996	1.57
29	58	531	765	917	58.01	-1.986	0.4966	764	919	0.5995	0.2985	Begin	End	531	531	9.996	1.57
30	60	531	765	917	60.05	-1.49	0.4966	765	919	0.2483	0.1231	Begin	End	531	531	9.996	1.57
31	62	531	765	917	62.05	-1.49	0.4966	765	919	0	0	Begin	End	531	531	9.996	1.57
0	0	532	1057	915	0	0	0	1062	923	0	0	Begin	End	532	532	18	2.048
1	2	532	1063	927	2.03	0	0	1062	923	0.4966	0.2454	Begin	End	532	532	18	2.048
2	4	532	1059	920	4.047	-0.9932	0	1060	923	1.052	0.5237	Begin	End	532	532	18	2.048
3	6	532	1061	922	6.047	-0.4966	-0.9932	1061	921	0.8035	0.4035	Begin	End	532	532	18	2.048
4	8	532	1060	922	8.03	-0.9932	-0.9932	1060	921	0.5995	0.301	Begin	End	532	532	18	2.048
5	10	532	1061	923	10.03	-0.4966	-0.4966	1061	922	0.5995	0.2985	Begin	End	532	532	18	2.048
6	12	532	1059	921	12.05	-0.9932	-0.4966	1060	922	0.4966	0.2473	Begin	End	532	532	18	2.048
7	14	532	1056	919	14.05	-0.9932	0	1060	923	0.4966	0.2494	Begin	End	532	532	18	2.048
8	16	532	1059	922	16.03	-0.4966	0	1061	923	0.5995	0.2997	Begin	End	532	532	18	2.048
9	18	532	1062	923	18.05	0	0.4966	1062	924	0.3512	0.1763	Begin	End	532	532	18	2.048
10	20	532	1064	923	20.01	0	0.4966	1062	924	0.3512	0.1748	Begin	End	532	532	18	2.048
11	22	532	1063	923	22.06	0.4966	0.9932	1063	925	0.3512	0.1756	Begin	End	532	532	18	2.048
12	24	532	1061	922	24.01	0.4966	0.9932	1063	925	0.2483	0.1242	Begin	End	532	532	18	2.048
13	26	532	1063	924	26.06	0	0.9932	1062	925	0.5995	0.2985	Begin	End	532	532	18	2.048
14	28	532	1062	925	28.03	-0.4966	1.49	1061	926	0.8478	0.4275	Begin	End	532	532	18	2.048
15	30	532	1061	924	30.03	-0.4966	2.483	1061	928	0.4966	0.2473	Begin	End	532	532	18	2.048
16	32	532	1061	925	32.05	-0.4966	2.483	1061	928	0.2483	0.1236	Begin	End	532	532	18	2.048
17	34	532	1059	924	34.05	-0.9932	2.483	1060	928	0.8035	0.4035	Begin	End	532	532	18	2.048
18	36	532	1061	925	36.03	0	2.98	1062	929	0.5552	0.2788	Begin	End	532	532	18	2.048
19	38	532	1062	928	38.03	0	2.98	1062	929	0.4966	0.2483	Begin	End	532	532	18	2.048
20	40	532	1063	925	40.03	0.9932	2.98	1064	929	0.7449	0.3725	Begin	End	532	532	18	2.048
21	42	532	1064	931	42.03	0.4966	2.98	1063	929	0.8035	0.4018	Begin	End	532	532	18	2.048
22	44	532	1061	924	44.03	-0.4966	2.483	1061	928	0.8035	0.4001	Begin	End	532	532	18	2.048
23	46	532	1062	924	46.05	-0.4966	1.986	1061	927	0.4966	0.2493	Begin	End	532	532	18	2.048
24	48	532	1063	925	48.01	0	1.986	1062	927	0.4966	0.2494	Begin	End	532	532	18	2.048
25	50	532	1063	925	50.03	0	2.483	1062	928	0.4966	0.2473	Begin	End	532	532	18	2.048
26	52	532	1064	924	52.03	0.4966	2.483	1063	928	0.8035	0.4001	Begin	End	532	532	18	2.048
27	54	532	1065	923	54.05	1.49	1.986	1065	927	0.5552	0.2776	Begin	End	532	532	18	2.048
28	56	532	1065	923	56.03	1.49	1.986	1065	927	0.2483	0.1252	Begin	End	532	532	18	2.048
29	58	532	1065	921	58.01	1.986	1.986	1066	927	0.5995	0.2985	Begin	End	532	532	18	2.048
30	60	532	1067	922	60.05	2.483	1.49	1067	926	0.9064	0.4495	Begin	End	532	532	18	2.048
31	62	532	1062	919	62.05	1.986	0.4966	1066	924	1.11	0.5552	Begin	End	532	532	18	2.048
0	0	533	698	921	0	0	0	697	930	0.7023	0.346	Begin	End	533	533	11.75	2.107
1	2	533	698	920	2.03	0.4966	-0.4966	698	929	0.5995	0.2963	Begin	End	533	533	11.75	2.107
2	4	533	699	919	4.047	0	-0.4966	697	929	0.4966	0.2473	Begin	End	533	533	11.75	2.107
3	6	533	697	920	6.047	0	-0.9932	697	928	0.4966	0.2494	Begin	End	533	533	11.75	2.107
4	8	533	698	919	8.03	0	-0.4966	697	929	0.5995	0.301	Begin	End	533	533	11.75	2.107
5	10	533	698	919	10.03	-0.4966	-0.9932	696	928	0.5995	0.2985	Begin	End	533	533	11.75	2.107
6	12	533	698	919	12.05	-0.4966	-0.4966	696	929	0.2483	0.1236	Begin	End	533	533	11.75	2.107
7	14	533	695	930	14.05	-0.4966	-0.4966	696	929	0.2483	0.1247	Begin	End	533	533	11.75	2.107
8	16	533	694	928	16.03	-0.4966	-0.9932	696	928	0.2483	0.1242	Begin	End	533	533	11.75	2.107
9	18	533	694	930	18.05	-0.4966	-0.9932	696	928	0	0	Begin	End	533	533	11.75	2.107
10	20	533	694	930	20.01	-0.4966	-0.9932	696	928	0.3512	0.1748	Begin	End	533	533	11.75	2.107
11	22	533	693	927	22.06	-0.9932	-1.49	695	927	0.3512	0.1756	Begin	End	533	533	11.75	2.107
12	24	533	693	925	24.01	-0.9932	-1.49	695	927	0.2483	0.1242	Begin	End	533	533	11.75	2.107
13	26	533	694	924	26.06	-0.9932	-1.986	695	926	0.4966	0.2473	Begin	End	533	533	11.75	2.107
14	28	533	694	923	28.03	-0.9932	-2.483	695	925	0.2483	0.1252	Begin	End	533	533	11.75	2.107
15	30	533	693	924	30.03	-0.9932	-2.483	695	925	0	0	Begin	End	533	533	11.75	2.107
16	32	533	694	923	32.05	-0.9932	-2.483	695	925	0	0	Begin	End	533	533	11.75	2.107
17	34	533	694	923	34.05	-0.9932	-2.483	695	925	0.3512	0.1763	Begin	End	533	533	11.75	2.107
18	36	533	692	928	36.03	-1.49	-1.986	694	926	0.5995	0.301	Begin	End	533	533	11.75	2.107
19	38	533	693	927	38.03	-0.9932	-1.986	695	926	0.2483	0.1242	Begin	End	533	533	11.75	2.107
20	40	533	692	928	40.03	-0.9932	-1.986	695	926	0	0	Begin	End	533	533	11.75	2.107
21	42	533	692	929	42.03	-0.9932	-1.986	695	926	0.2483	0.1242	Begin	End	533	533	11.75	2.107
22	44	533	692	927	44.03	-0.9932	-1.49	695	927	0.7449	0.3709	Begin	End	533	533	11.75	2.107
23	46	533	693	926	46.05	-0.9932	-2.483	695	925	0.7449	0.374	Begin	End	533	533	11.75	2.107
24	48	533	693	925	48.01	-1.49	-2.483	694	925	0.4966	0.2494	Begin	End	533	533	11.75	2.107
25	50	533	693	924	50.03	-1.49	-2.98	694	924	0.4966	0.2473	Begin	End	533	533	11.75	2.107
26	52	533	693	924	52.03	-1.49	-2.483	694	925	0.4966	0.2473	Begin	End	533	533	11.75	2.107
27	54	533	691	927	54.05	-1.49	-1.986	694	926	0.2483	0.1242	Begin	End	533	533	11.75	2.107
28	56	533	692	928	56.03	-1.49	-1.986	694	926	0.2483	0.1252	Begin	End	533	533	11.75	2.107
29	58	533	693	928	58.01	-0.9932	-1.986	695	926	0.4966	0.2473	Begin	End	533	533	11.75	2.107
30	60	533	693	928	60.05	-1.49	-1.986	694	926	0.4966	0.2463	Begin	End	533	533	11.75	2.107
31	62	533	692	931	62.05	-1.49	-1.49	694	927	0.4966	0.2483	Begin	End	533	533	11.75	2.107
0	0	534	383	926	0	0	0	381	928	1.11	0.547	Begin	End	534	534	19.93	1.11
1	2	534	383	925	2.03	0.4966	-0.9932	382	926	0.9064	0.4479	Begin	End	534	534	19.93	1.11
2	4	534	379	928	4.047	0	-0.4966	381	927	0.5995	0.2985	Begin	End	534	534	19.93	1.11
3	6	534	380	927	6.047	-0.4966	-0.4966	380	927	0.4966	0.2494	Begin	End	534	534	19.93	1.11
4	8	534	379	926	8.03	-0.9932	-0.4966	379	927	0.4966	0.2494	Begin	End	534	534	19.93	1.11
5	10	534	379	925	10.03	-1.49	-0.4966	378	927	0.5995	0.2985	Begin	End	534	534	19.93	1.11
6	12	534	382	922	12.05	-0.9932	-0.9932	379	926	0.5995	0.2985	Begin	End	534	534	19.93	1.11
7	14	534	382	922	14.05	-1.49	-0.9932	378	926	0.5995	0.301	Begin	End	534	534	19.93	1.11
8	16	534	379	922	16.03	-1.986	-0.4966	377	927	0.8478	0.4239	Begin	End	534	534	19.93	1.11
9	18	534	377	921	18.05	-2.98	-0.4966	375	927	0.7449	0.374	Begin	End	534	534	19.93	1.11
10	20	534	376	925	20.01	-2.483	-0.4966	376	927	0.4966	0.2473	Begin	End	534	534	19.93	1.11
11	22	534	378	920	22.06	-2.98	-0.4966	375	927	0.4966	0.2483	Begin	End	534	534	19.93	1.11
12	24	534	376	931	24.01	-2.483	-0.4966	376	927	0.4966	0.2483	Begin	End	534	534	19.93	1.11
13	26	534	377	931	26.06	-1.986	-0.4966	377	927	0.5995	0.2985	Begin	End	534	534	19.93	1.11
14	28	534	377	932	28.03	-2.483	0	376	928	0.5995	0.3023	Begin	End	534	534	19.93	1.11
15	30	534	376	933	30.03	-2.483	-0.4966	376	927	0.8035	0.4001	Begin	End	534	534	19.93	1.11
16	32	534	376	933	32.05	-2.98	0.4966	375	929	0.9064	0.4513	Begin	End	534	534	19.93	1.11
17	34	534	376	931	34.05	-2.483	0	376	928	0.3512	0.1763	Begin	End	534	534	19.93	1.11
18	36	534	376	931	36.03	-2.483	0	376	928	0.5552	0.2788	Begin	End	534	534	19.93	1.11
19	38	534	378	929	38.03	-1.49	0.4966	378	929	1.052	0.5259	Begin	End	534	534	19.93	1.11
20	40	534	378	931	40.03	-1.49	-0.4966	378	927	0.8478	0.4239	Begin	End	534	534	19.93	1.11
21	42	534	379	932	42.03	-0.9932	0	379	928	0.9064	0.4532	Begin	End	534	534	19.93	1.11
22	44	534	380	935	44.03	0	0.4966	381	929	0.8035	0.4001	Begin	End	534	534	19.93	1.11
23	46	534	380	935	46.05	-0.4966	0.4966	380	929	0.8035	0.4034	Begin	End	534	534	19.93	1.11
24	48	534	381	918	48.01	0	-0.4966	381	927	0.5552	0.2788	Begin	End	534	534	19.93	1.11
25	50	534	382	917	50.03	0	-0.4966	381	927	0.5552	0.2765	Begin	End	534	534	19.93	1.11
26	52	534	383	932	52.03	0.9932	0	383	928	0.8035	0.4001	Begin	End	534	534	19.93	1.11
27	54	534	382	932	54.05	0.9932	-0.4966	383	927	0.2483	0.1242	Begin	End	534	534	19.93	1.11
28	56	534	382	931	56.03	0.9932	-0.4966	383	927	0.2483	0.1252	Begin	End	534	534	19.93	1.11
29	58	534	387	921	58.01	1.49	-0.4966	384	927	0.8035	0.4001	Begin	End	534	534	19.93	1.11
30	60	534	387	923	60.05	0.9932	0.4966	383	929	0.5552	0.2753	Begin	End	534	534	19.93	1.11
31	62	534	389	921	62.05	0.9932	0.4966	383	929	0	0	Begin	End	534	534	19.93	1.11
0	0	535	145	922	0	0	0	142	922	0.4966	0.2446	Begin	End	535	535	33.04	11.16
1	2	535	149	919	2.03	0	-0.4966	142	921	0.4966	0.2454	Begin	End	535	535	33.04	11.16
2	4	535	148	920	4.047	0	0	142	922	0.5995	0.2985	Begin	End	535	535	33.04	11.16
3	6	535	149	919	6.047	-0.4966	-0.4966	141	921	0.8478	0.4257	Begin	End	535	535	33.04	11.16
4	8	535	149	918	8.03	0.4966	-0.4966	143	921	1.282	0.6436	Begin	End	535	535	33.04	11.16
5	10	535	146	916	10.03	0	-1.986	142	918	5.262	2.62	Begin	End	535	535	33.04	11.16
6	12	535	122	915	12.05	-8.939	-2.483	124	917	6.047	3.011	Begin	End	535	535	33.04	11.16
7	14	535	126	921	14.05	-7.946	0.4966	126	923	1.922	0.9649	Begin	End	535	535	33.04	11.16
8	16	535	128	920	16.03	-7.449	0	127	922	2.991	1.495	Begin	End	535	535	33.04	11.16
9	18	535	116	913	18.05	-11.42	-3.476	119	915	2.64	1.325	Begin	End	535	535	33.04	11.16
10	20	535	117	914	20.01	-11.42	-3.476	119	915	0	0	Begin	End	535	535	33.04	11.16
11	22	535	116	913	22.06	-11.42	-3.476	119	915	0.3512	0.1756	Begin	End	535	535	33.04	11.16
12	24	535	115	911	24.01	-10.93	-3.973	120	914	0.7023	0.3512	Begin	End	535	535	33.04	11.16
13	26	535	120	914	26.06	-11.42	-3.476	119	915	0.7023	0.3498	Begin	End	535	535	33.04	11.16
14	28	535	118	912	28.03	-10.93	-3.973	120	914	0.7023	0.3542	Begin	End	535	535	33.04	11.16
15	30	535	115	913	30.03	-11.42	-3.476	119	915	0.5995	0.2985	Begin	End	535	535	33.04	11.16
16	32	535	117	913	32.05	-11.42	-3.973	119	914	0.4966	0.2473	Begin	End	535	535	33.04	11.16
17	34	535	115	914	34.05	-11.42	-3.476	119	915	0.2483	0.1247	Begin	End	535	535	33.04	11.16
18	36	535	116	913	36.03	-11.42	-3.476	119	915	0	0	Begin	End	535	535	33.04	11.16
19	38	535	119	913	38.03	-11.42	-3.476	119	915	0.2483	0.1242	Begin	End	535	535	33.04	11.16
20	40	535	115	913	40.03	-11.42	-3.973	119	914	0.4966	0.2483	Begin	End	535	535	33.04	11.16
21	42	535	117	913	42.03	-11.42	-3.476	119	915	0.5995	0.2997	Begin	End	535	535	33.04	11.16
22	44	535	115	913	44.03	-10.93	-3.973	120	914	0.9064	0.4513	Begin	End	535	535	33.04	11.16
23	46	535	112	912	46.05	-11.92	-3.476	118	915	0.8035	0.4034	Begin	End	535	535	33.04	11.16
24	48	535	116	912	48.01	-11.42	-3.476	119	915	0.4966	0.2494	Begin	End	535	535	33.04	11.16
25	50	535	117	913	50.03	-11.42	-3.973	119	914	0.2483	0.1237	Begin	End	535	535	33.04	11.16
26	52	535	117	913	52.03	-11.42	-3.973	119	914	0.2483	0.1236	Begin	End	535	535	33.04	11.16
27	54	535	114	909	54.05	-11.42	-3.476	119	915	0.2483	0.1242	Begin	End	535	535	33.04	11.16
28	56	535	115	911	56.03	-11.42	-3.476	119	915	0.3512	0.177	Begin	End	535	535	33.04	11.16
29	58	535	116	912	58.01	-10.93	-2.98	120	916	0.5995	0.2985	Begin	End	535	535	33.04	11.16
30	60	535	116	912	60.05	-11.42	-2.98	119	916	0.9506	0.4714	Begin	End	535	535	33.04	11.16
31	62	535	119	913	62.05	-10.43	-3.973	121	914	1.405	0.7023	Begin	End	535	535	33.04	11.16
0	0	536	808	923	0	0	0	818	924	0.4966	0.2446	Begin	End	536	536	12.7	4.579
1	2	536	809	922	2.03	0.4966	0	819	924	0.4966	0.2454	Begin	End	536	536	12.7	4.579
2	4	536	808	922	4.047	0	0	818	924	0.4966	0.2473	Begin	End	536	536	12.7	4.579
3	6	536	810	922	6.047	0.4966	0	819	924	0.2483	0.1247	Begin	End	536	536	12.7	4.579
4	8	536	809	922	8.03	0.4966	0	819	924	0.2483	0.1247	Begin	End	536	536	12.7	4.579
5	10	536	809	922	10.03	0.9932	0	820	924	0.4966	0.2473	Begin	End	536	536	12.7	4.579
6	12	536	810	922	12.05	0.4966	0	819	924	0.4966	0.2473	Begin	End	536	536	12.7	4.579
7	14	536	810	921	14.05	0.4966	-0.4966	819	923	0.9932	0.4987	Begin	End	536	536	12.7	4.579
8	16	536	808	921	16.03	-0.9932	-0.4966	816	923	0.7449	0.3725	Begin	End	536	536	12.7	4.579
9	18	536	806	921	18.05	-0.9932	-0.4966	816	923	0.9932	0.4986	Begin	End	536	536	12.7	4.579
10	20	536	805	922	20.01	-2.98	-0.4966	812	923	0.9932	0.4945	Begin	End	536	536	12.7	4.579
11	22	536	812	921	22.06	-2.98	-0.4966	812	923	0.2483	0.1242	Begin	End	536	536	12.7	4.579
12	24	536	807	921	24.01	-2.98	-0.9932	812	922	0.4966	0.2483	Begin	End	536	536	12.7	4.579
13	26	536	810	921	26.06	-2.483	-0.9932	813	922	0.4966	0.2473	Begin	End	536	536	12.7	4.579
14	28	536	805	921	28.03	-2.98	-0.9932	812	922	1.034	0.5212	Begin	End	536	536	12.7	4.579
15	30	536	798	921	30.03	-4.47	-0.4966	809	923	1.034	0.5146	Begin	End	536	536	12.7	4.579
16	32	536	799	918	32.05	-4.47	-0.9932	809	922	0.4966	0.2473	Begin	End	536	536	12.7	4.579
17	34	536	799	917	34.05	-4.47	-1.49	809	921	0.2483	0.1247	Begin	End	536	536	12.7	4.579
18	36	536	800	917	36.03	-4.47	-1.49	809	921	0	0	Begin	End	536	536	12.7	4.579
19	38	536	800	917	38.03	-4.47	-1.49	809	921	0.2483	0.1242	Begin	End	536	536	12.7	4.579
20	40	536	799	916	40.03	-4.47	-1.986	809	920	0.2483	0.1242	Begin	End	536	536	12.7	4.579
21	42	536	800	916	42.03	-4.47	-1.986	809	920	0	0	Begin	End	536	536	12.7	4.579
22	44	536	799	916	44.03	-4.47	-1.986	809	920	0.2483	0.1236	Begin	End	536	536	12.7	4.579
23	46	536	801	915	46.05	-3.973	-1.986	810	920	0.2483	0.1247	Begin	End	536	536	12.7	4.579
24	48	536	800	914	48.01	-3.973	-1.986	810	920	0.3512	0.1763	Begin	End	536	536	12.7	4.579
25	50	536	802	913	50.03	-3.476	-2.483	811	919	0.3512	0.1749	Begin	End	536	536	12.7	4.579
26	52	536	802	913	52.03	-3.476	-2.483	811	919	0	0	Begin	End	536	536	12.7	4.579
27	54	536	801	913	54.05	-3.476	-2.483	811	919	0	0	Begin	End	536	536	12.7	4.579
28	56	536	801	913	56.03	-3.476	-2.483	811	919	0	0	Begin	End	536	536	12.7	4.579
29	58	536	802	913	58.01	-3.476	-2.483	811	919	0	0	Begin	End	536	536	12.7	4.579
30	60	536	802	913	60.05	-3.476	-2.483	811	919	0.2483	0.1231	Begin	End	536	536	12.7	4.579
31	62	536	801	912	62.05	-3.476	-2.98	811	918	0.4966	0.2483	Begin	End	536	536	12.7	4.579
0	0	537	985	934	0	0	0	987	934	0.4966	0.2446	Begin	End	537	537	16.77	1.57
1	2	537	985	932	2.03	0	-0.4966	987	933	0.5995	0.2963	Begin	End	537	537	16.77	1.57
2	4	537	987	927	4.047	0.4966	-0.9932	988	932	0.5995	0.2985	Begin	End	537	537	16.77	1.57
3	6	537	986	927	6.047	0	-0.9932	987	932	0.4966	0.2494	Begin	End	537	537	16.77	1.57
4	8	537	985	927	8.03	0	-1.49	987	931	0.5995	0.301	Begin	End	537	537	16.77	1.57
5	10	537	984	933	10.03	-0.4966	-0.9932	986	932	0.7023	0.3497	Begin	End	537	537	16.77	1.57
6	12	537	985	928	12.05	0	-1.49	987	931	1.053	0.5245	Begin	End	537	537	16.77	1.57
7	14	537	982	931	14.05	-0.9932	-0.4966	985	933	1.405	0.7053	Begin	End	537	537	16.77	1.57
8	16	537	985	928	16.03	0	-1.49	987	931	0.9506	0.4753	Begin	End	537	537	16.77	1.57
9	18	537	988	926	18.05	0.4966	-1.49	988	931	0.4966	0.2493	Begin	End	537	537	16.77	1.57
10	20	537	988	927	20.01	0.4966	-0.9932	988	932	1.034	0.5146	Begin	End	537	537	16.77	1.57
11	22	537	989	926	22.06	0.9932	-2.483	989	929	1.136	0.5682	Begin	End	537	537	16.77	1.57
12	24	537	986	926	24.01	0.4966	-1.986	988	930	0.5995	0.2997	Begin	End	537	537	16.77	1.57
13	26	537	991	923	26.06	0.4966	-2.483	988	929	0.2483	0.1237	Begin	End	537	537	16.77	1.57
14	28	537	988	925	28.03	0.4966	-2.483	988	929	0	0	Begin	End	537	537	16.77	1.57
15	30	537	988	925	30.03	0.4966	-2.483	988	929	0.5552	0.2764	Begin	End	537	537	16.77	1.57
16	32	537	986	935	32.05	0	-1.49	987	931	1.11	0.5529	Begin	End	537	537	16.77	1.57
17	34	537	984	927	34.05	-0.9932	-0.9932	985	932	0.5552	0.2788	Begin	End	537	537	16.77	1.57
18	36	537	983	933	36.03	-0.9932	-0.9932	985	932	0.2483	0.1247	Begin	End	537	537	16.77	1.57
19	38	537	984	927	38.03	-0.9932	-0.4966	985	933	0.2483	0.1242	Begin	End	537	537	16.77	1.57
20	40	537	983	929	40.03	-0.9932	-0.4966	985	933	0.2483	0.1242	Begin	End	537	537	16.77	1.57
21	42	537	983	933	42.03	-0.9932	-0.9932	985	932	0.4966	0.2483	Begin	End	537	537	16.77	1.57
22	44	537	985	927	44.03	-0.4966	-0.9932	986	932	0.5995	0.2985	Begin	End	537	537	16.77	1.57
23	46	537	987	926	46.05	0	-1.49	987	931	0.5995	0.3009	Begin	End	537	537	16.77	1.57
24	48	537	985	933	48.01	-0.4966	-1.49	986	931	0.2483	0.1247	Begin	End	537	537	16.77	1.57
25	50	537	984	932	50.03	-0.4966	-1.49	986	931	0	0	Begin	End	537	537	16.77	1.57
26	52	537	986	925	52.03	-0.4966	-1.49	986	931	0	0	Begin	End	537	537	16.77	1.57
27	54	537	985	934	54.05	-0.4966	-1.49	986	931	0	0	Begin	End	537	537	16.77	1.57
28	56	537	985	926	56.03	-0.4966	-1.49	986	931	0.2483	0.1252	Begin	End	537	537	16.77	1.57
29	58	537	985	926	58.01	-0.4966	-1.986	986	930	0.5995	0.2985	Begin	End	537	537	16.77	1.57
30	60	537	988	924	60.05	0	-1.49	987	931	0.5995	0.2973	Begin	End	537	537	16.77	1.57
31	62	537	988	924	62.05	-0.4966	-1.49	986	931	0.4966	0.2483	Begin	End	537	537	16.77	1.57
0	0	538	1260	929	0	0	0	1261	929	1.49	0.7339	Begin	End	538	538	23.7	4.685
1	2	538	1255	928	2.03	-1.49	0	1258	929	0.9932	0.4908	Begin	End	538	538	23.7	4.685
2	4	538	1255	929	4.047	-1.986	0	1257	929	0.8035	0.4001	Begin	End	538	538	23.7	4.685
3	6	538	1255	931	6.047	-2.483	0.9932	1256	931	0.5552	0.2788	Begin	End	538	538	23.7	4.685
4	8	538	1255	931	8.03	-2.483	0.9932	1256	931	0.4966	0.2494	Begin	End	538	538	23.7	4.685
5	10	538	1253	931	10.03	-3.476	0.9932	1254	931	0.8478	0.4221	Begin	End	538	538	23.7	4.685
6	12	538	1253	930	12.05	-3.973	0.4966	1253	930	0.7023	0.3497	Begin	End	538	538	23.7	4.685
7	14	538	1254	929	14.05	-3.476	0	1254	929	0.5995	0.301	Begin	End	538	538	23.7	4.685
8	16	538	1255	928	16.03	-2.98	0	1255	929	0.2483	0.1242	Begin	End	538	538	23.7	4.685
9	18	538	1254	928	18.05	-2.98	0	1255	929	0.5552	0.2787	Begin	End	538	538	23.7	4.685
10	20	538	1253	928	20.01	-3.973	0.4966	1253	930	0.9064	0.4513	Begin	End	538	538	23.7	4.685
11	22	538	1252	931	22.06	-4.47	0.9932	1252	931	0.8478	0.4239	Begin	End	538	538	23.7	4.685
12	24	538	1254	931	24.01	-3.476	0.9932	1254	931	1.052	0.5259	Begin	End	538	538	23.7	4.685
13	26	538	1252	930	26.06	-4.47	0.4966	1252	930	0.8035	0.4002	Begin	End	538	538	23.7	4.685
14	28	538	1250	930	28.03	-4.966	0.4966	1251	930	0.5995	0.3023	Begin	End	538	538	23.7	4.685
15	30	538	1251	931	30.03	-4.47	0.9932	1252	931	0.5995	0.2985	Begin	End	538	538	23.7	4.685
16	32	538	1252	930	32.05	-3.973	0.9932	1253	931	0.7449	0.3709	Begin	End	538	538	23.7	4.685
17	34	538	1252	929	34.05	-3.973	0	1253	929	0.8478	0.4257	Begin	End	538	538	23.7	4.685
18	36	538	1255	930	36.03	-3.476	0.4966	1254	930	1.096	0.5504	Begin	End	538	538	23.7	4.685
19	38	538	1254	934	38.03	-3.476	1.986	1254	933	1.3	0.6501	Begin	End	538	538	23.7	4.685
20	40	538	1256	932	40.03	-2.98	0.9932	1255	931	1.11	0.5552	Begin	End	538	538	23.7	4.685
21	42	538	1254	929	42.03	-3.476	0	1254	929	1.052	0.5259	Begin	End	538	538	23.7	4.685
22	44	538	1253	926	44.03	-3.476	-0.9932	1254	927	1.052	0.5237	Begin	End	538	538	23.7	4.685
23	46	538	1255	925	46.05	-2.483	-1.49	1256	926	1.052	0.528	Begin	End	538	538	23.7	4.685
24	48	538	1254	925	48.01	-3.476	-1.49	1254	926	0.7449	0.374	Begin	End	538	538	23.7	4.685
25	50	538	1256	925	50.03	-3.476	-1.986	1254	925	0.2483	0.1237	Begin	End	538	538	23.7	4.685
26	52	538	1253	924	52.03	-3.476	-1.986	1254	925	0.2483	0.1236	Begin	End	538	538	23.7	4.685
27	54	538	1251	924	54.05	-3.973	-1.986	1253	925	0.5995	0.2997	Begin	End	538	538	23.7	4.685
28	56	538	1254	924	56.03	-3.476	-2.483	1254	924	0.7023	0.3541	Begin	End	538	538	23.7	4.685
29	58	538	1254	922	58.01	-2.98	-2.98	1255	923	0.7023	0.3497	Begin	End	538	538	23.7	4.685
30	60	538	1254	925	60.05	-3.476	-2.483	1254	924	0.5995	0.2973	Begin	End	538	538	23.7	4.685
31	62	538	1255	923	62.05	-3.973	-2.483	1253	924	0.4966	0.2483	Begin	End	538	538	23.7	4.685
0	0	539	1107	926	0	0	0	1106	930	0.4966	0.2446	Begin	End	539	539	21.68	3.331
1	2	539	1107	925	2.03	0	-0.4966	1106	929	0.9932	0.4908	Begin	End	539	539	21.68	3.331
2	4	539	1107	930	4.047	0	0.9932	1106	932	0.9932	0.4945	Begin	End	539	539	21.68	3.331
3	6	539	1106	930	6.047	-0.4966	0.9932	1105	932	0.2483	0.1247	Begin	End	539	539	21.68	3.331
4	8	539	1106	928	8.03	-0.4966	0.9932	1105	932	0.3512	0.1763	Begin	End	539	539	21.68	3.331
5	10	539	1106	927	10.03	-0.9932	1.49	1104	933	0.5995	0.2985	Begin	End	539	539	21.68	3.331
6	12	539	1105	928	12.05	-0.9932	1.986	1104	934	0.4966	0.2473	Begin	End	539	539	21.68	3.331
7	14	539	1105	930	14.05	-0.9932	1.49	1104	933	0.5995	0.301	Begin	End	539	539	21.68	3.331
8	16	539	1105	927	16.03	-1.49	0.9932	1103	932	0.5995	0.2997	Begin	End	539	539	21.68	3.331
9	18	539	1104	929	18.05	-1.986	0.9932	1102	932	0.8035	0.4034	Begin	End	539	539	21.68	3.331
10	20	539	1108	928	20.01	-0.9932	1.49	1104	933	0.8035	0.4001	Begin	End	539	539	21.68	3.331
11	22	539	1107	928	22.06	-0.9932	0.9932	1104	932	0.5995	0.2997	Begin	End	539	539	21.68	3.331
12	24	539	1107	929	24.01	-1.49	1.49	1103	933	0.7023	0.3512	Begin	End	539	539	21.68	3.331
